"Beach Name","Measurement Timestamp","Water Temperature","Turbidity","Transducer Depth","Wave Height","Wave Period","Battery Life","Measurement Timestamp Label","Measurement ID"
"Ohio Street Beach","08/01/2018 04:00:00 PM","24.6","0.94",,"0.147","3","11.8","08/01/2018 4:00 PM","OhioStreetBeach201808011600"
"Ohio Street Beach","08/01/2018 03:00:00 PM","25","1",,"0.2","2","11.8","08/01/2018 3:00 PM","OhioStreetBeach201808011500"
"Ohio Street Beach","08/01/2018 02:00:00 PM","24.5","0.81",,"0.187","3","11.8","08/01/2018 2:00 PM","OhioStreetBeach201808011400"
"Ohio Street Beach","08/01/2018 01:00:00 PM","24","0.86",,"0.123","3","11.8","08/01/2018 1:00 PM","OhioStreetBeach201808011300"
"Ohio Street Beach","08/01/2018 12:00:00 PM","23.7","0.85",,"0.132","3","11.8","08/01/2018 12:00 PM","OhioStreetBeach201808011200"
"Ohio Street Beach","08/01/2018 11:00:00 AM","23.2","0.88",,"0.102","3","11.8","08/01/2018 11:00 AM","OhioStreetBeach201808011100"
"Ohio Street Beach","08/01/2018 10:00:00 AM","22.9","0.98",,"0.103","3","11.8","08/01/2018 10:00 AM","OhioStreetBeach201808011000"
"Ohio Street Beach","08/01/2018 09:00:00 AM","22.8","0.99",,"0.111","4","11.8","08/01/2018 9:00 AM","OhioStreetBeach201808010900"
"Ohio Street Beach","08/01/2018 08:00:00 AM","22.7","0.99",,"0.113","3","11.8","08/01/2018 8:00 AM","OhioStreetBeach201808010800"
"Ohio Street Beach","08/01/2018 07:00:00 AM","22.6","1.09",,"0.113","3","11.8","08/01/2018 7:00 AM","OhioStreetBeach201808010700"
"Ohio Street Beach","08/01/2018 06:00:00 AM","22.6","1.06",,"0.106","3","11.8","08/01/2018 6:00 AM","OhioStreetBeach201808010600"
"Ohio Street Beach","08/01/2018 05:00:00 AM","22.7","1.18",,"0.107","3","11.8","08/01/2018 5:00 AM","OhioStreetBeach201808010500"
"Ohio Street Beach","08/01/2018 04:00:00 AM","22.8","1.14",,"0.116","3","11.8","08/01/2018 4:00 AM","OhioStreetBeach201808010400"
"Ohio Street Beach","08/01/2018 03:00:00 AM","22.9","1.12",,"0.127","3","11.8","08/01/2018 3:00 AM","OhioStreetBeach201808010300"
"Ohio Street Beach","08/01/2018 02:00:00 AM","23","1.12",,"0.141","3","11.8","08/01/2018 2:00 AM","OhioStreetBeach201808010200"
"Ohio Street Beach","08/01/2018 01:00:00 AM","23.1","1.44",,"0.14","3","11.8","08/01/2018 1:00 AM","OhioStreetBeach201808010100"
"Ohio Street Beach","08/01/2018 12:00:00 AM","23.3","1.73",,"0.152","3","11.8","08/01/2018 12:00 AM","OhioStreetBeach201808012400"
"Ohio Street Beach","07/31/2018 11:00:00 PM","23.5","1.82",,"0.17","3","11.8","07/31/2018 11:00 PM","OhioStreetBeach201807312300"
"Ohio Street Beach","07/31/2018 10:00:00 PM","23.5","1.75",,"0.161","3","11.8","07/31/2018 10:00 PM","OhioStreetBeach201807312200"
"Ohio Street Beach","07/31/2018 08:00:00 PM","23.6","1.45",,"0.163","3","11.8","07/31/2018 8:00 PM","OhioStreetBeach201807312000"
"Ohio Street Beach","07/31/2018 07:00:00 PM","23.6","1.43",,"0.177","3","11.8","07/31/2018 7:00 PM","OhioStreetBeach201807311900"
"Ohio Street Beach","07/31/2018 06:00:00 PM","23.7","1.48",,"0.191","3","11.9","07/31/2018 6:00 PM","OhioStreetBeach201807311800"
"Ohio Street Beach","07/31/2018 05:00:00 PM","23.8","1.56",,"0.207","4","11.9","07/31/2018 5:00 PM","OhioStreetBeach201807311700"
"Ohio Street Beach","07/31/2018 04:00:00 PM","23.8","1.6",,"0.206","4","11.9","07/31/2018 4:00 PM","OhioStreetBeach201807311600"
"Ohio Street Beach","07/31/2018 03:00:00 PM","23.7","1.54",,"0.192","4","11.9","07/31/2018 3:00 PM","OhioStreetBeach201807311500"
"Ohio Street Beach","07/31/2018 02:00:00 PM","23.7","1.58",,"0.192","4","11.9","07/31/2018 2:00 PM","OhioStreetBeach201807311400"
"Ohio Street Beach","07/31/2018 01:00:00 PM","23.7","1.68",,"0.194","4","11.9","07/31/2018 1:00 PM","OhioStreetBeach201807311300"
"Ohio Street Beach","07/31/2018 12:00:00 PM","23.4","1.57",,"0.206","4","11.9","07/31/2018 12:00 PM","OhioStreetBeach201807311200"
"Ohio Street Beach","07/31/2018 10:00:00 AM","23","1.59",,"0.21","4","11.9","07/31/2018 10:00 AM","OhioStreetBeach201807311000"
"Ohio Street Beach","07/31/2018 09:00:00 AM","23","1.76",,"0.207","4","11.9","07/31/2018 9:00 AM","OhioStreetBeach201807310900"
"Ohio Street Beach","07/31/2018 07:00:00 AM","23","1.71",,"0.225","3","11.9","07/31/2018 7:00 AM","OhioStreetBeach201807310700"
"Ohio Street Beach","07/31/2018 06:00:00 AM","23.1","1.6",,"0.197","3","11.9","07/31/2018 6:00 AM","OhioStreetBeach201807310600"
"Ohio Street Beach","07/31/2018 05:00:00 AM","23.1","1.64",,"0.18","4","11.9","07/31/2018 5:00 AM","OhioStreetBeach201807310500"
"Ohio Street Beach","07/31/2018 04:00:00 AM","23.1","1.69",,"0.166","3","11.9","07/31/2018 4:00 AM","OhioStreetBeach201807310400"
"Ohio Street Beach","07/31/2018 03:00:00 AM","23.2","1.73",,"0.173","3","11.9","07/31/2018 3:00 AM","OhioStreetBeach201807310300"
"Ohio Street Beach","07/31/2018 02:00:00 AM","23.3","1.66",,"0.167","3","11.9","07/31/2018 2:00 AM","OhioStreetBeach201807310200"
"Ohio Street Beach","07/31/2018 01:00:00 AM","23.4","1.65",,"0.149","3","11.9","07/31/2018 1:00 AM","OhioStreetBeach201807310100"
"Ohio Street Beach","07/31/2018 12:00:00 AM","23.4","1.69",,"0.159","3","11.9","07/31/2018 12:00 AM","OhioStreetBeach201807312400"
"Ohio Street Beach","07/30/2018 11:00:00 PM","23.5","1.69",,"0.152","2","11.9","07/30/2018 11:00 PM","OhioStreetBeach201807302300"
"Ohio Street Beach","07/30/2018 10:00:00 PM","23.7","1.72",,"0.151","3","11.9","07/30/2018 10:00 PM","OhioStreetBeach201807302200"
"Ohio Street Beach","07/30/2018 09:00:00 PM","23.8","1.73",,"0.16","3","12","07/30/2018 9:00 PM","OhioStreetBeach201807302100"
"Ohio Street Beach","07/30/2018 08:00:00 PM","23.9","1.8",,"0.161","2","12","07/30/2018 8:00 PM","OhioStreetBeach201807302000"
"Ohio Street Beach","07/30/2018 07:00:00 PM","24.1","1.71",,"0.161","3","12","07/30/2018 7:00 PM","OhioStreetBeach201807301900"
"Ohio Street Beach","07/30/2018 06:00:00 PM","24.4","1.7",,"0.162","3","12","07/30/2018 6:00 PM","OhioStreetBeach201807301800"
"Ohio Street Beach","07/30/2018 05:00:00 PM","24.5","1.46",,"0.172","4","12","07/30/2018 5:00 PM","OhioStreetBeach201807301700"
"Ohio Street Beach","07/30/2018 04:00:00 PM","24.4","1.54",,"0.201","4","12","07/30/2018 4:00 PM","OhioStreetBeach201807301600"
"Ohio Street Beach","07/30/2018 03:00:00 PM","24","1.63",,"0.176","3","12","07/30/2018 3:00 PM","OhioStreetBeach201807301500"
"Ohio Street Beach","07/30/2018 02:00:00 PM","23.6","1.73",,"0.099","3","12","07/30/2018 2:00 PM","OhioStreetBeach201807301400"
"Ohio Street Beach","07/30/2018 01:00:00 PM","23.4","1.74",,"0.114","3","12","07/30/2018 1:00 PM","OhioStreetBeach201807301300"
"Ohio Street Beach","07/30/2018 12:00:00 PM","23","1.83",,"0.174","2","12","07/30/2018 12:00 PM","OhioStreetBeach201807301200"
"Ohio Street Beach","07/30/2018 11:00:00 AM","22.8","1.7",,"0.146","4","12","07/30/2018 11:00 AM","OhioStreetBeach201807301100"
"Ohio Street Beach","07/30/2018 10:00:00 AM","22.5","1.62",,"0.089","4","12","07/30/2018 10:00 AM","OhioStreetBeach201807301000"
"Ohio Street Beach","07/30/2018 08:00:00 AM","22.1","1.76",,"0.069","4","12","07/30/2018 8:00 AM","OhioStreetBeach201807300800"
"Ohio Street Beach","07/30/2018 07:00:00 AM","22","1.99",,"0.071","7","12","07/30/2018 7:00 AM","OhioStreetBeach201807300700"
"Ohio Street Beach","07/30/2018 06:00:00 AM","22","1.94",,"0.073","4","12.1","07/30/2018 6:00 AM","OhioStreetBeach201807300600"
"Ohio Street Beach","07/30/2018 05:00:00 AM","22","1.92",,"0.073","5","12.1","07/30/2018 5:00 AM","OhioStreetBeach201807300500"
"Ohio Street Beach","07/30/2018 04:00:00 AM","22.1","1.94",,"0.084","5","12.1","07/30/2018 4:00 AM","OhioStreetBeach201807300400"
"Ohio Street Beach","07/30/2018 03:00:00 AM","22.1","1.82",,"0.09","6","12.1","07/30/2018 3:00 AM","OhioStreetBeach201807300300"
"Ohio Street Beach","07/30/2018 02:00:00 AM","22.2","1.8",,"0.097","6","12.1","07/30/2018 2:00 AM","OhioStreetBeach201807300200"
"Ohio Street Beach","07/30/2018 01:00:00 AM","22.2","1.82",,"0.104","3","12.1","07/30/2018 1:00 AM","OhioStreetBeach201807300100"
"Ohio Street Beach","07/30/2018 12:00:00 AM","22.3","1.88",,"0.106","3","12.1","07/30/2018 12:00 AM","OhioStreetBeach201807302400"
"Ohio Street Beach","07/29/2018 11:00:00 PM","22.4","1.85",,"0.111","3","12.1","07/29/2018 11:00 PM","OhioStreetBeach201807292300"
"Ohio Street Beach","07/29/2018 10:00:00 PM","22.4","1.88",,"0.179","2","12.1","07/29/2018 10:00 PM","OhioStreetBeach201807292200"
"Ohio Street Beach","07/29/2018 09:00:00 PM","22.5","1.77",,"0.133","5","12.1","07/29/2018 9:00 PM","OhioStreetBeach201807292100"
"Ohio Street Beach","07/29/2018 07:00:00 PM","22.8","1.96",,"0.169","6","12.2","07/29/2018 7:00 PM","OhioStreetBeach201807291900"
"Ohio Street Beach","07/29/2018 06:00:00 PM","22.8","1.82",,"0.182","4","12.2","07/29/2018 6:00 PM","OhioStreetBeach201807291800"
"Ohio Street Beach","07/29/2018 05:00:00 PM","23","1.75",,"0.17","3","12.2","07/29/2018 5:00 PM","OhioStreetBeach201807291700"
"Ohio Street Beach","07/29/2018 04:00:00 PM","23.4","1.75",,"0.183","2","12.2","07/29/2018 4:00 PM","OhioStreetBeach201807291600"
"Ohio Street Beach","07/29/2018 03:00:00 PM","23.4","1.64",,"0.183","3","12.2","07/29/2018 3:00 PM","OhioStreetBeach201807291500"
"Ohio Street Beach","07/29/2018 02:00:00 PM","23.3","1.54",,"0.188","4","12.2","07/29/2018 2:00 PM","OhioStreetBeach201807291400"
"Ohio Street Beach","07/29/2018 12:00:00 PM","23.2","1.3",,"0.214","2","12.2","07/29/2018 12:00 PM","OhioStreetBeach201807291200"
"Ohio Street Beach","07/29/2018 11:00:00 AM","22.6","1.34",,"0.15","4","12.2","07/29/2018 11:00 AM","OhioStreetBeach201807291100"
"Ohio Street Beach","07/29/2018 10:00:00 AM","22.5","1.11",,"0.129","4","12.2","07/29/2018 10:00 AM","OhioStreetBeach201807291000"
"Ohio Street Beach","07/29/2018 09:00:00 AM","22.1","1.34",,"0.106","4","12.3","07/29/2018 9:00 AM","OhioStreetBeach201807290900"
"Ohio Street Beach","07/29/2018 08:00:00 AM","21.9","1.31",,"0.109","4","12.3","07/29/2018 8:00 AM","OhioStreetBeach201807290800"
"Ohio Street Beach","07/29/2018 07:00:00 AM","21.9","1.36",,"0.115","4","12.3","07/29/2018 7:00 AM","OhioStreetBeach201807290700"
"Ohio Street Beach","07/29/2018 06:00:00 AM","21.9","1.24",,"0.116","4","12.3","07/29/2018 6:00 AM","OhioStreetBeach201807290600"
"Ohio Street Beach","07/29/2018 05:00:00 AM","21.9","1.17",,"0.125","4","12.3","07/29/2018 5:00 AM","OhioStreetBeach201807290500"
"Ohio Street Beach","07/29/2018 04:00:00 AM","22","1.25",,"0.126","4","12.3","07/29/2018 4:00 AM","OhioStreetBeach201807290400"
"Ohio Street Beach","07/29/2018 12:00:00 AM","22.2","1.33",,"0.171","4","12.4","07/29/2018 12:00 AM","OhioStreetBeach201807292400"
"Ohio Street Beach","07/28/2018 11:00:00 PM","22.3","1.34",,"0.189","4","12.4","07/28/2018 11:00 PM","OhioStreetBeach201807282300"
"Ohio Street Beach","07/28/2018 10:00:00 PM","22.3","1.33",,"0.181","4","12.4","07/28/2018 10:00 PM","OhioStreetBeach201807282200"
"Ohio Street Beach","07/28/2018 09:00:00 PM","22.4","1.32",,"0.16","4","12.4","07/28/2018 9:00 PM","OhioStreetBeach201807282100"
"Ohio Street Beach","07/28/2018 08:00:00 PM","22.6","1.37",,"0.173","5","12.4","07/28/2018 8:00 PM","OhioStreetBeach201807282000"
"Ohio Street Beach","07/28/2018 07:00:00 PM","22.7","1.51",,"0.209","3","12.5","07/28/2018 7:00 PM","OhioStreetBeach201807281900"
"Ohio Street Beach","07/28/2018 06:00:00 PM","22.9","1.42",,"0.194","4","12.5","07/28/2018 6:00 PM","OhioStreetBeach201807281800"
"Ohio Street Beach","07/28/2018 05:00:00 PM","23.2","1.5",,"0.188","3","12.5","07/28/2018 5:00 PM","OhioStreetBeach201807281700"
"Ohio Street Beach","07/28/2018 04:00:00 PM","23.1","1.77",,"0.197","4","12.5","07/28/2018 4:00 PM","OhioStreetBeach201807281600"
"Ohio Street Beach","07/28/2018 03:00:00 PM","23.3","1.64",,"0.196","3","12.5","07/28/2018 3:00 PM","OhioStreetBeach201807281500"
"Ohio Street Beach","07/28/2018 02:00:00 PM","23.5","1.83",,"0.208","4","12.5","07/28/2018 2:00 PM","OhioStreetBeach201807281400"
"Ohio Street Beach","07/28/2018 01:00:00 PM","23","1.38",,"0.241","4","12.6","07/28/2018 1:00 PM","OhioStreetBeach201807281300"
"Ohio Street Beach","07/28/2018 12:00:00 PM","22.4","1.12",,"0.242","4","12.6","07/28/2018 12:00 PM","OhioStreetBeach201807281200"
"Ohio Street Beach","07/28/2018 11:00:00 AM","22","1.2",,"0.228","4","12.6","07/28/2018 11:00 AM","OhioStreetBeach201807281100"
"Ohio Street Beach","07/28/2018 10:00:00 AM","21.8","1.11",,"0.2","5","12.6","07/28/2018 10:00 AM","OhioStreetBeach201807281000"
"Ohio Street Beach","07/28/2018 09:00:00 AM","21.6","1.15",,"0.185","4","12.6","07/28/2018 9:00 AM","OhioStreetBeach201807280900"
"Ohio Street Beach","07/28/2018 08:00:00 AM","21.5","1.13",,"0.183","4","12.7","07/28/2018 8:00 AM","OhioStreetBeach201807280800"
"Ohio Street Beach","07/28/2018 07:00:00 AM","21.5","1.18",,"0.19","4","12.7","07/28/2018 7:00 AM","OhioStreetBeach201807280700"
"Ohio Street Beach","07/28/2018 06:00:00 AM","21.5","1.2",,"0.157","5","12.7","07/28/2018 6:00 AM","OhioStreetBeach201807280600"
"Ohio Street Beach","07/28/2018 05:00:00 AM","21.5","1.21",,"0.163","5","12.7","07/28/2018 5:00 AM","OhioStreetBeach201807280500"
"Ohio Street Beach","07/28/2018 04:00:00 AM","21.6","1.17",,"0.157","5","12.8","07/28/2018 4:00 AM","OhioStreetBeach201807280400"
"Ohio Street Beach","07/28/2018 03:00:00 AM","21.6","1.34",,"0.168","5","12.8","07/28/2018 3:00 AM","OhioStreetBeach201807280300"
"Ohio Street Beach","07/28/2018 02:00:00 AM","21.7","1.15",,"0.16","5","12.8","07/28/2018 2:00 AM","OhioStreetBeach201807280200"
"Ohio Street Beach","07/28/2018 01:00:00 AM","21.8","1.24",,"0.175","4","12.8","07/28/2018 1:00 AM","OhioStreetBeach201807280100"
"Ohio Street Beach","07/28/2018 12:00:00 AM","21.8","1.26",,"0.157","5","12.9","07/28/2018 12:00 AM","OhioStreetBeach201807282400"
"Ohio Street Beach","07/27/2018 11:00:00 PM","21.9","1.23",,"0.182","4","12.9","07/27/2018 11:00 PM","OhioStreetBeach201807272300"
"Ohio Street Beach","07/27/2018 10:00:00 PM","22","1.14",,"0.192","4","12.9","07/27/2018 10:00 PM","OhioStreetBeach201807272200"
"Ohio Street Beach","07/27/2018 09:00:00 PM","22.2","1.36",,"0.197","5","13","07/27/2018 9:00 PM","OhioStreetBeach201807272100"
"Ohio Street Beach","07/27/2018 08:00:00 PM","22.4","1.44",,"0.21","4","13","07/27/2018 8:00 PM","OhioStreetBeach201807272000"
"Ohio Street Beach","07/27/2018 07:00:00 PM","22.7","1.65",,"0.223","4","13.1","07/27/2018 7:00 PM","OhioStreetBeach201807271900"
"Ohio Street Beach","07/27/2018 06:00:00 PM","22.6","1.41",,"0.199","4","13.1","07/27/2018 6:00 PM","OhioStreetBeach201807271800"
"Ohio Street Beach","07/27/2018 05:00:00 PM","22.6","1.36",,"0.215","3","13.2","07/27/2018 5:00 PM","OhioStreetBeach201807271700"
"Ohio Street Beach","07/27/2018 04:00:00 PM","22.7","1.53",,"0.236","3","10","07/27/2018 4:00 PM","OhioStreetBeach201807271600"
"Ohio Street Beach","07/27/2018 03:00:00 PM","22.6","1.61",,"0.242","3","10","07/27/2018 3:00 PM","OhioStreetBeach201807271500"
"Ohio Street Beach","07/27/2018 02:00:00 PM","22.7","1.7",,"0.265","3","10","07/27/2018 2:00 PM","OhioStreetBeach201807271400"
"Ohio Street Beach","07/27/2018 01:00:00 PM","22.5","1.4",,"0.234","5","10","07/27/2018 1:00 PM","OhioStreetBeach201807271300"
"Ohio Street Beach","07/27/2018 12:00:00 PM","22.4","1.53",,"0.227","4","10","07/27/2018 12:00 PM","OhioStreetBeach201807271200"
"Ohio Street Beach","07/27/2018 11:00:00 AM","22.1","1.81",,"0.232","4","10","07/27/2018 11:00 AM","OhioStreetBeach201807271100"
"Ohio Street Beach","07/27/2018 10:00:00 AM","21.9","1.73",,"0.234","4","10","07/27/2018 10:00 AM","OhioStreetBeach201807271000"
"Ohio Street Beach","07/27/2018 09:00:00 AM","21.8","1.63",,"0.22","4","10","07/27/2018 9:00 AM","OhioStreetBeach201807270900"
