Column1;Column2;Column3;Column4
Ohio Street Beach;07/14/2024 05:00:00 PM;24;4.04
Ohio Street Beach;07/14/2024 04:00:00 PM;24.5;2.83
Ohio Street Beach;07/14/2024 03:00:00 PM;23.8;2.61
Ohio Street Beach;07/14/2024 02:00:00 PM;23.7;3
Ohio Street Beach;07/14/2024 01:00:00 PM;22.8;2.7
Ohio Street Beach;07/14/2024 12:00:00 PM;22.6;2.03
Ohio Street Beach;07/14/2024 11:00:00 AM;22.6;1.99
Ohio Street Beach;07/14/2024 10:00:00 AM;22.6;1.8
Ohio Street Beach;07/14/2024 09:00:00 AM;22.6;1.98
Ohio Street Beach;07/14/2024 08:00:00 AM;22.7;3.56
Ohio Street Beach;07/14/2024 07:00:00 AM;22.8;4.29
Ohio Street Beach;07/14/2024 06:00:00 AM;22.9;4.38
Ohio Street Beach;07/14/2024 05:00:00 AM;23;4.86
Ohio Street Beach;07/14/2024 04:00:00 AM;23;2.38
Ohio Street Beach;07/14/2024 03:00:00 AM;23;1.81
Ohio Street Beach;07/14/2024 02:00:00 AM;23.1;1.84
Ohio Street Beach;07/14/2024 01:00:00 AM;23.2;1.63
Ohio Street Beach;07/14/2024 12:00:00 AM;23.1;1.61
Ohio Street Beach;07/13/2024 11:00:00 PM;23.2;2.24
Ohio Street Beach;07/13/2024 10:00:00 PM;23.3;2.18
Ohio Street Beach;07/13/2024 09:00:00 PM;23.4;1.9
Ohio Street Beach;07/13/2024 08:00:00 PM;23.7;1.95
Ohio Street Beach;07/13/2024 07:00:00 PM;23.8;3.49
Ohio Street Beach;07/13/2024 06:00:00 PM;23.6;3.46
Ohio Street Beach;07/13/2024 05:00:00 PM;23.7;3.11
Ohio Street Beach;07/13/2024 04:00:00 PM;23.5;1.42
Ohio Street Beach;07/13/2024 03:00:00 PM;23.3;1.37
Ohio Street Beach;07/13/2024 02:00:00 PM;23.1;1.28
Ohio Street Beach;07/13/2024 01:00:00 PM;23;1.43
Ohio Street Beach;07/13/2024 12:00:00 PM;22.9;1.14
Ohio Street Beach;07/13/2024 11:00:00 AM;22.8;2.13
Ohio Street Beach;07/13/2024 10:00:00 AM;22.7;1.66
Ohio Street Beach;07/13/2024 09:00:00 AM;22.7;1.94
Ohio Street Beach;07/13/2024 08:00:00 AM;22.7;3.34
Ohio Street Beach;07/13/2024 07:00:00 AM;22.6;2.76
Ohio Street Beach;07/13/2024 06:00:00 AM;22.6;3.96
Ohio Street Beach;07/13/2024 05:00:00 AM;22.7;1.43
Ohio Street Beach;07/13/2024 04:00:00 AM;22.8;0.93
Ohio Street Beach;07/13/2024 03:00:00 AM;22.8;1.12
Ohio Street Beach;07/13/2024 02:00:00 AM;23;1.09
Ohio Street Beach;07/13/2024 01:00:00 AM;23;1.3
Ohio Street Beach;07/13/2024 12:00:00 AM;23.1;1.22
Ohio Street Beach;07/12/2024 11:00:00 PM;23.3;3.41
Ohio Street Beach;07/12/2024 10:00:00 PM;23.4;4.82
Ohio Street Beach;07/12/2024 09:00:00 PM;23.6;4.57
Ohio Street Beach;07/12/2024 08:00:00 PM;23.8;6.83
Ohio Street Beach;07/12/2024 07:00:00 PM;23.7;5.66
Ohio Street Beach;07/12/2024 06:00:00 PM;24.2;7.54
Ohio Street Beach;07/12/2024 05:00:00 PM;24.5;8.62
Ohio Street Beach;07/12/2024 04:00:00 PM;24.3;7.39
Ohio Street Beach;07/12/2024 03:00:00 PM;23.9;8.9
Ohio Street Beach;07/12/2024 02:00:00 PM;23.7;7.49
Ohio Street Beach;07/12/2024 01:00:00 PM;23.3;7.7
Ohio Street Beach;07/12/2024 12:00:00 PM;23.1;7.59
Ohio Street Beach;07/12/2024 11:00:00 AM;22.7;5.61
Ohio Street Beach;07/12/2024 10:00:00 AM;22.3;4.39
Ohio Street Beach;07/12/2024 09:00:00 AM;22.1;4.44
Ohio Street Beach;07/12/2024 08:00:00 AM;22;5.59
Ohio Street Beach;07/12/2024 07:00:00 AM;21.9;3.36
Ohio Street Beach;07/12/2024 06:00:00 AM;22;4.11
Ohio Street Beach;07/12/2024 05:00:00 AM;22;5.67
Ohio Street Beach;07/12/2024 04:00:00 AM;22.1;7.58
Ohio Street Beach;07/12/2024 03:00:00 AM;22.1;7.32
Ohio Street Beach;07/12/2024 02:00:00 AM;22.2;7.18
Ohio Street Beach;07/12/2024 01:00:00 AM;22.2;7.8
Ohio Street Beach;07/12/2024 12:00:00 AM;22.3;7.1
Ohio Street Beach;07/11/2024 11:00:00 PM;22.4;9.17
Ohio Street Beach;07/11/2024 10:00:00 PM;22.4;7.32
Ohio Street Beach;07/11/2024 09:00:00 PM;22.5;7.42
Ohio Street Beach;07/11/2024 08:00:00 PM;22.6;8.06
Ohio Street Beach;07/11/2024 07:00:00 PM;22.7;7.07
Ohio Street Beach;07/11/2024 06:00:00 PM;22.7;6.48
Ohio Street Beach;07/11/2024 05:00:00 PM;22.4;5.91
Ohio Street Beach;07/11/2024 04:00:00 PM;22.2;11.74
Ohio Street Beach;07/11/2024 03:00:00 PM;22.1;12.44
Ohio Street Beach;07/11/2024 02:00:00 PM;21.9;12.94
Ohio Street Beach;07/11/2024 01:00:00 PM;21.5;12.51
Ohio Street Beach;07/11/2024 12:00:00 PM;21.5;13.7
Ohio Street Beach;07/11/2024 11:00:00 AM;21.5;12.98
Ohio Street Beach;07/11/2024 10:00:00 AM;21.4;12.88
Ohio Street Beach;07/11/2024 09:00:00 AM;21.3;10
Ohio Street Beach;07/11/2024 08:00:00 AM;21.3;8.96
Ohio Street Beach;07/11/2024 07:00:00 AM;21.3;7.65
Ohio Street Beach;07/11/2024 06:00:00 AM;21.3;8.31
Ohio Street Beach;07/11/2024 05:00:00 AM;21.3;10.08
Ohio Street Beach;07/11/2024 04:00:00 AM;21.4;11.58
Ohio Street Beach;07/11/2024 03:00:00 AM;21.4;11.38
Ohio Street Beach;07/11/2024 02:00:00 AM;21.5;11.03
Ohio Street Beach;07/11/2024 01:00:00 AM;21.6;11.02
Ohio Street Beach;07/11/2024 12:00:00 AM;21.6;5.65
Ohio Street Beach;07/10/2024 11:00:00 PM;21.8;5.39
Ohio Street Beach;07/10/2024 10:00:00 PM;22;5.66
Ohio Street Beach;07/10/2024 09:00:00 PM;22.4;5.67
Ohio Street Beach;07/10/2024 08:00:00 PM;22.2;5.11
Ohio Street Beach;07/10/2024 07:00:00 PM;23;4.9
Ohio Street Beach;07/10/2024 06:00:00 PM;22.5;5.42
Ohio Street Beach;07/10/2024 05:00:00 PM;22.3;5.1
Ohio Street Beach;07/10/2024 04:00:00 PM;22.5;4.22
Ohio Street Beach;07/10/2024 03:00:00 PM;22.6;3.42
Ohio Street Beach;07/10/2024 02:00:00 PM;21.9;3.29
Ohio Street Beach;07/10/2024 01:00:00 PM;21.5;3.12
Ohio Street Beach;07/10/2024 12:00:00 PM;21.1;2.84
Ohio Street Beach;07/10/2024 11:00:00 AM;20.9;3.87
Ohio Street Beach;07/10/2024 10:00:00 AM;20.8;3.99
Ohio Street Beach;07/10/2024 09:00:00 AM;20.8;6.08
Ohio Street Beach;07/10/2024 08:00:00 AM;20.8;5.63
Ohio Street Beach;07/10/2024 07:00:00 AM;20.9;5.18
Ohio Street Beach;07/10/2024 06:00:00 AM;21;4.92
Ohio Street Beach;07/10/2024 05:00:00 AM;21;4.52
Ohio Street Beach;07/10/2024 04:00:00 AM;21.1;5.16
Ohio Street Beach;07/10/2024 03:00:00 AM;21.1;5.21
Ohio Street Beach;07/10/2024 02:00:00 AM;21.3;5.13
Ohio Street Beach;07/10/2024 01:00:00 AM;21.3;5.93
Ohio Street Beach;07/10/2024 12:00:00 AM;21.4;5.99
Ohio Street Beach;07/09/2024 11:00:00 PM;21.4;5.46
Ohio Street Beach;07/09/2024 10:00:00 PM;21.5;24.53
Ohio Street Beach;07/09/2024 09:00:00 PM;21.5;7.94
Ohio Street Beach;07/09/2024 08:00:00 PM;21.5;13.36
Ohio Street Beach;07/09/2024 07:00:00 PM;21.4;29.1
Ohio Street Beach;07/09/2024 06:00:00 PM;21.4;28.67
Ohio Street Beach;07/09/2024 05:00:00 PM;21.6;28.37
Ohio Street Beach;07/09/2024 04:00:00 PM;21.6;28.24
Ohio Street Beach;07/09/2024 03:00:00 PM;21.7;28.58
Ohio Street Beach;07/09/2024 02:00:00 PM;21.6;29.48
Ohio Street Beach;07/09/2024 01:00:00 PM;21.6;26.87
Ohio Street Beach;07/09/2024 12:00:00 PM;21.5;24.23
Ohio Street Beach;07/09/2024 11:00:00 AM;21.4;23.64
Ohio Street Beach;07/09/2024 10:00:00 AM;21.4;21.15
Ohio Street Beach;07/09/2024 09:00:00 AM;21.3;24.87
Ohio Street Beach;07/09/2024 08:00:00 AM;21.3;24.88
Ohio Street Beach;07/09/2024 07:00:00 AM;21.3;26.04
Ohio Street Beach;07/09/2024 06:00:00 AM;21.3;26.49
Ohio Street Beach;07/09/2024 05:00:00 AM;21.3;28.86
Ohio Street Beach;07/09/2024 04:00:00 AM;21.3;29.28
Ohio Street Beach;07/09/2024 03:00:00 AM;21.3;30.15
Ohio Street Beach;07/09/2024 02:00:00 AM;21.4;29.88
Ohio Street Beach;07/09/2024 01:00:00 AM;21.4;29.43
Ohio Street Beach;07/09/2024 12:00:00 AM;21.5;28.86
Ohio Street Beach;07/08/2024 11:00:00 PM;21.4;25.86
Ohio Street Beach;07/08/2024 10:00:00 PM;21.5;22.46
Ohio Street Beach;07/08/2024 09:00:00 PM;21.5;19.61
Ohio Street Beach;07/08/2024 08:00:00 PM;21.5;15.69
Ohio Street Beach;07/08/2024 07:00:00 PM;21.3;24.27
Ohio Street Beach;07/08/2024 06:00:00 PM;21.1;22.68
Ohio Street Beach;07/08/2024 05:00:00 PM;21.2;21.02
Ohio Street Beach;07/08/2024 04:00:00 PM;21.1;18.5
Ohio Street Beach;07/08/2024 03:00:00 PM;21;17.7
Ohio Street Beach;07/08/2024 02:00:00 PM;20.8;20.39
Ohio Street Beach;07/08/2024 01:00:00 PM;20.6;30.16
Ohio Street Beach;07/08/2024 12:00:00 PM;20.5;35.16
Ohio Street Beach;07/08/2024 11:00:00 AM;20.5;33.25
Ohio Street Beach;07/08/2024 10:00:00 AM;20.4;33.83
Ohio Street Beach;07/08/2024 09:00:00 AM;20.4;44.33
Ohio Street Beach;07/08/2024 08:00:00 AM;20.1;45.59
Ohio Street Beach;07/08/2024 07:00:00 AM;20.1;45.15
Ohio Street Beach;07/08/2024 06:00:00 AM;20;47.93
Ohio Street Beach;07/08/2024 05:00:00 AM;20.1;50.28
Ohio Street Beach;07/08/2024 04:00:00 AM;20.1;44.55
Ohio Street Beach;07/08/2024 03:00:00 AM;20.1;47.06
Ohio Street Beach;07/08/2024 02:00:00 AM;20.1;46.38
Ohio Street Beach;07/08/2024 01:00:00 AM;20.1;50.88
Ohio Street Beach;07/08/2024 12:00:00 AM;20.2;49.65
Ohio Street Beach;07/07/2024 11:00:00 PM;20.2;45.93
Ohio Street Beach;07/07/2024 10:00:00 PM;20.3;38.73
Ohio Street Beach;07/07/2024 09:00:00 PM;20.6;32.34
Ohio Street Beach;07/07/2024 08:00:00 PM;21.1;31.53
Ohio Street Beach;07/07/2024 07:00:00 PM;21.3;32.13
Ohio Street Beach;07/07/2024 06:00:00 PM;21.4;32.06
Ohio Street Beach;07/07/2024 05:00:00 PM;21.4;26.18
Ohio Street Beach;07/07/2024 04:00:00 PM;21.5;24
Ohio Street Beach;07/07/2024 03:00:00 PM;21.5;24.89
Ohio Street Beach;07/07/2024 02:00:00 PM;21.1;36.32
Ohio Street Beach;07/07/2024 01:00:00 PM;21;34.89
Ohio Street Beach;07/07/2024 12:00:00 PM;20.8;37.82
Ohio Street Beach;07/07/2024 11:00:00 AM;20.7;36.21
Ohio Street Beach;07/07/2024 10:00:00 AM;20.5;34.76
Ohio Street Beach;07/07/2024 09:00:00 AM;20.5;38.27
Ohio Street Beach;07/07/2024 08:00:00 AM;20.4;39.76
Ohio Street Beach;07/07/2024 07:00:00 AM;20.3;50.71
Ohio Street Beach;07/07/2024 06:00:00 AM;20.2;56.86
Ohio Street Beach;07/07/2024 05:00:00 AM;20.3;61.39
Ohio Street Beach;07/07/2024 04:00:00 AM;20.2;59.85
Ohio Street Beach;07/07/2024 03:00:00 AM;20.3;56.38
Ohio Street Beach;07/07/2024 02:00:00 AM;20.3;53.57
Ohio Street Beach;07/07/2024 01:00:00 AM;20.4;53.06
Ohio Street Beach;07/07/2024 12:00:00 AM;20.4;46.65
Ohio Street Beach;07/06/2024 11:00:00 PM;20.6;37.83
Ohio Street Beach;07/06/2024 10:00:00 PM;20.6;39.24
Ohio Street Beach;07/06/2024 09:00:00 PM;20.8;34.08
Ohio Street Beach;07/06/2024 08:00:00 PM;21;28.15
Ohio Street Beach;07/06/2024 07:00:00 PM;21.1;29.34
Ohio Street Beach;07/06/2024 06:00:00 PM;21.2;32.31
Ohio Street Beach;07/06/2024 05:00:00 PM;21.1;31.33
Ohio Street Beach;07/06/2024 04:00:00 PM;21.2;33.14
Ohio Street Beach;07/06/2024 03:00:00 PM;21.5;32.27
Ohio Street Beach;07/06/2024 02:00:00 PM;21.5;32.45
Ohio Street Beach;07/06/2024 01:00:00 PM;22.1;34.27
Ohio Street Beach;07/06/2024 12:00:00 PM;22;32.06
Ohio Street Beach;07/06/2024 11:00:00 AM;21.5;25.85
Ohio Street Beach;07/06/2024 10:00:00 AM;21.1;28.68
Ohio Street Beach;07/06/2024 09:00:00 AM;20.9;33.92
Ohio Street Beach;07/06/2024 08:00:00 AM;20.9;34.8
Ohio Street Beach;07/06/2024 07:00:00 AM;20.9;42.6
Ohio Street Beach;07/06/2024 06:00:00 AM;21.1;39.25
Ohio Street Beach;07/06/2024 05:00:00 AM;21.3;37.2
Ohio Street Beach;07/06/2024 04:00:00 AM;21.4;34.06
Ohio Street Beach;07/06/2024 03:00:00 AM;21.5;25.23
Ohio Street Beach;07/06/2024 02:00:00 AM;21.7;43.41
Ohio Street Beach;07/06/2024 01:00:00 AM;21.6;39.24
Ohio Street Beach;07/06/2024 12:00:00 AM;21.5;65.63
Ohio Street Beach;07/05/2024 11:00:00 PM;22;59.99
Ohio Street Beach;07/05/2024 10:00:00 PM;22.1;54.6
Ohio Street Beach;07/05/2024 09:00:00 PM;22.5;47.07
Ohio Street Beach;07/05/2024 08:00:00 PM;22.6;45.89
Ohio Street Beach;07/05/2024 07:00:00 PM;22.7;45.69
Ohio Street Beach;07/05/2024 06:00:00 PM;22.5;45.92
Ohio Street Beach;07/05/2024 05:00:00 PM;22.7;43.57
Ohio Street Beach;07/05/2024 04:00:00 PM;22.8;47.76
Ohio Street Beach;07/05/2024 03:00:00 PM;23;46.81
Ohio Street Beach;07/05/2024 02:00:00 PM;22.5;48.5
Ohio Street Beach;07/05/2024 01:00:00 PM;22.2;44.51
Ohio Street Beach;07/05/2024 12:00:00 PM;21.8;37.47
Ohio Street Beach;07/05/2024 11:00:00 AM;21.5;40.87
Ohio Street Beach;07/05/2024 10:00:00 AM;21.2;50.42
Ohio Street Beach;07/05/2024 09:00:00 AM;20.8;51.89
Ohio Street Beach;07/05/2024 08:00:00 AM;20.6;60.51
Ohio Street Beach;07/05/2024 07:00:00 AM;20.6;63.88
Ohio Street Beach;07/05/2024 06:00:00 AM;20.6;62.41
Ohio Street Beach;07/05/2024 05:00:00 AM;20.6;56.06
Ohio Street Beach;07/05/2024 04:00:00 AM;20.6;50.04
Ohio Street Beach;07/05/2024 03:00:00 AM;20.6;42.79
Ohio Street Beach;07/05/2024 02:00:00 AM;20.7;38.85
Ohio Street Beach;07/05/2024 01:00:00 AM;20.7;32.86
Ohio Street Beach;07/05/2024 12:00:00 AM;20.8;53.08
Ohio Street Beach;07/04/2024 11:00:00 PM;20.8;53.15
Ohio Street Beach;07/04/2024 10:00:00 PM;20.9;43.26
Ohio Street Beach;07/04/2024 09:00:00 PM;21.1;40.61
Ohio Street Beach;07/04/2024 08:00:00 PM;21.1;38.61
Ohio Street Beach;07/04/2024 07:00:00 PM;21;36.59
Ohio Street Beach;07/04/2024 06:00:00 PM;21.1;38.29
Ohio Street Beach;07/04/2024 05:00:00 PM;21.2;36.62
Ohio Street Beach;07/04/2024 04:00:00 PM;21.1;35.09
Ohio Street Beach;07/04/2024 03:00:00 PM;21;34.41
Ohio Street Beach;07/04/2024 02:00:00 PM;20.9;34.96
Ohio Street Beach;07/04/2024 01:00:00 PM;20.8;33.82
Ohio Street Beach;07/04/2024 12:00:00 PM;20.8;32.51
Ohio Street Beach;07/04/2024 11:00:00 AM;20.8;32.6
Ohio Street Beach;07/04/2024 10:00:00 AM;20.8;33.82
Ohio Street Beach;07/04/2024 09:00:00 AM;20.8;32.83
Ohio Street Beach;07/04/2024 08:00:00 AM;20.8;32.41
Ohio Street Beach;07/04/2024 07:00:00 AM;20.8;34.99
Ohio Street Beach;07/04/2024 06:00:00 AM;20.7;34.2
Ohio Street Beach;07/04/2024 05:00:00 AM;20.8;33.89
Ohio Street Beach;07/04/2024 04:00:00 AM;20.8;34.7
Ohio Street Beach;07/04/2024 03:00:00 AM;20.8;32.43
Ohio Street Beach;07/04/2024 02:00:00 AM;20.8;31.01
Ohio Street Beach;07/04/2024 01:00:00 AM;20.9;43.15
Ohio Street Beach;07/04/2024 12:00:00 AM;20.9;41.2
Ohio Street Beach;07/03/2024 11:00:00 PM;21;38.16
Ohio Street Beach;07/03/2024 10:00:00 PM;21;37.19
Ohio Street Beach;07/03/2024 09:00:00 PM;21;34.73
Ohio Street Beach;07/03/2024 08:00:00 PM;21;32.58
Ohio Street Beach;07/03/2024 07:00:00 PM;21.1;34.05
Ohio Street Beach;07/03/2024 06:00:00 PM;21;36.49
Ohio Street Beach;07/03/2024 05:00:00 PM;21;34.76
Ohio Street Beach;07/03/2024 04:00:00 PM;20.7;32.6
Ohio Street Beach;07/03/2024 03:00:00 PM;20.6;37.8
Ohio Street Beach;07/03/2024 02:00:00 PM;20.7;31.2
Ohio Street Beach;07/03/2024 01:00:00 PM;20.7;31.96
Ohio Street Beach;07/03/2024 12:00:00 PM;20.9;33.06
Ohio Street Beach;07/03/2024 11:00:00 AM;20.4;34.24
Ohio Street Beach;07/03/2024 10:00:00 AM;20.2;37.72
Ohio Street Beach;07/03/2024 09:00:00 AM;20;39.6
Ohio Street Beach;07/03/2024 08:00:00 AM;20;33.54
Ohio Street Beach;07/03/2024 07:00:00 AM;19.9;38.67
Ohio Street Beach;07/03/2024 06:00:00 AM;19.9;39.96
Ohio Street Beach;07/03/2024 05:00:00 AM;19.9;36.28
Ohio Street Beach;07/03/2024 04:00:00 AM;19.9;36
Ohio Street Beach;07/03/2024 03:00:00 AM;19.9;31.88
Ohio Street Beach;07/03/2024 02:00:00 AM;19.9;34
Ohio Street Beach;07/03/2024 01:00:00 AM;20;31.19
Ohio Street Beach;07/03/2024 12:00:00 AM;20;28.22
Ohio Street Beach;07/02/2024 11:00:00 PM;20;32.95
Ohio Street Beach;07/02/2024 10:00:00 PM;20;30.39
Ohio Street Beach;07/02/2024 09:00:00 PM;20;29.94
Ohio Street Beach;07/02/2024 08:00:00 PM;20;29.2
Ohio Street Beach;07/02/2024 07:00:00 PM;20.1;28.14
Ohio Street Beach;07/02/2024 06:00:00 PM;20;26.79
Ohio Street Beach;07/02/2024 05:00:00 PM;20.2;27.63
Ohio Street Beach;07/02/2024 04:00:00 PM;20.1;26.14
Ohio Street Beach;07/02/2024 03:00:00 PM;19.9;23.72
Ohio Street Beach;07/02/2024 02:00:00 PM;19.8;22.31
Ohio Street Beach;07/02/2024 01:00:00 PM;19.8;22.5
Ohio Street Beach;07/02/2024 12:00:00 PM;19.8;25.45
Ohio Street Beach;07/02/2024 11:00:00 AM;19.8;23.44
Ohio Street Beach;07/02/2024 10:00:00 AM;19.7;23.38
Ohio Street Beach;07/02/2024 09:00:00 AM;19.7;22.03
Ohio Street Beach;07/02/2024 08:00:00 AM;19.7;22.7
Ohio Street Beach;07/02/2024 07:00:00 AM;19.6;21.73
Ohio Street Beach;07/02/2024 06:00:00 AM;19.7;23.14
Ohio Street Beach;07/02/2024 05:00:00 AM;19.7;22.95
Ohio Street Beach;07/02/2024 04:00:00 AM;19.8;23.9
Ohio Street Beach;07/02/2024 03:00:00 AM;19.8;23.63
Ohio Street Beach;07/02/2024 02:00:00 AM;19.9;25.32
Ohio Street Beach;07/02/2024 01:00:00 AM;20;25.33
Ohio Street Beach;07/02/2024 12:00:00 AM;20.1;23.07
Ohio Street Beach;07/01/2024 11:00:00 PM;20.2;19.61
Ohio Street Beach;07/01/2024 10:00:00 PM;20.4;18.97
Ohio Street Beach;07/01/2024 09:00:00 PM;20.5;18.42
Ohio Street Beach;07/01/2024 08:00:00 PM;20.8;17.99
Ohio Street Beach;07/01/2024 07:00:00 PM;20.8;18.34
Ohio Street Beach;07/01/2024 06:00:00 PM;21;14.94
Ohio Street Beach;07/01/2024 05:00:00 PM;20.9;14.48
Ohio Street Beach;07/01/2024 04:00:00 PM;21;15.14
Ohio Street Beach;07/01/2024 03:00:00 PM;20.9;15.74
Ohio Street Beach;07/01/2024 02:00:00 PM;20.8;14.92
Ohio Street Beach;07/01/2024 01:00:00 PM;20.4;15.52
Ohio Street Beach;07/01/2024 12:00:00 PM;20.1;14.59
Ohio Street Beach;07/01/2024 11:00:00 AM;19.7;12.9
Ohio Street Beach;07/01/2024 10:00:00 AM;19.5;13.09
Ohio Street Beach;07/01/2024 09:00:00 AM;19.4;12.02
Ohio Street Beach;07/01/2024 08:00:00 AM;19.3;12.16
Ohio Street Beach;07/01/2024 07:00:00 AM;19.2;11.81
Ohio Street Beach;07/01/2024 06:00:00 AM;19.2;11.14
Ohio Street Beach;07/01/2024 05:00:00 AM;19.1;10.26
Ohio Street Beach;07/01/2024 04:00:00 AM;19.1;10.1
Ohio Street Beach;07/01/2024 03:00:00 AM;19.1;9.36
Ohio Street Beach;07/01/2024 02:00:00 AM;19.1;9.85
Ohio Street Beach;07/01/2024 01:00:00 AM;19.5;10.04
Ohio Street Beach;07/01/2024 12:00:00 AM;19.7;9.82
Ohio Street Beach;06/30/2024 11:00:00 PM;19.8;9.89
Ohio Street Beach;06/30/2024 10:00:00 PM;19.9;9.87
Ohio Street Beach;06/30/2024 09:00:00 PM;20.1;10.74
Ohio Street Beach;06/30/2024 08:00:00 PM;20.4;9.49
Ohio Street Beach;06/30/2024 07:00:00 PM;20.5;9.24
Ohio Street Beach;06/30/2024 05:00:00 PM;20.4;8.8
Ohio Street Beach;06/30/2024 04:00:00 PM;20.3;8.84
Ohio Street Beach;06/30/2024 03:00:00 PM;20;9.39
Ohio Street Beach;06/30/2024 02:00:00 PM;19.9;9.87
Ohio Street Beach;06/30/2024 01:00:00 PM;19.6;10.21
Ohio Street Beach;06/30/2024 12:00:00 PM;19.4;9.15
Ohio Street Beach;06/30/2024 11:00:00 AM;19.1;8.88
Ohio Street Beach;06/30/2024 10:00:00 AM;19.1;8.75
Ohio Street Beach;06/30/2024 09:00:00 AM;19.2;7.74
Ohio Street Beach;06/30/2024 08:00:00 AM;19.4;7.55
Ohio Street Beach;06/30/2024 07:00:00 AM;19.6;9.59
Ohio Street Beach;06/30/2024 06:00:00 AM;20.1;10.25
Ohio Street Beach;06/30/2024 05:00:00 AM;20.7;10.59
Ohio Street Beach;06/30/2024 04:00:00 AM;21;10.04
Ohio Street Beach;06/30/2024 03:00:00 AM;21.4;10.02
Ohio Street Beach;06/30/2024 02:00:00 AM;21.6;11.01
Ohio Street Beach;06/30/2024 01:00:00 AM;21.5;17.02
Ohio Street Beach;06/30/2024 12:00:00 AM;21.7;22.33
Ohio Street Beach;06/29/2024 11:00:00 PM;22.1;25.83
Ohio Street Beach;06/29/2024 10:00:00 PM;22.1;27.98
Ohio Street Beach;06/29/2024 09:00:00 PM;21.8;30.9
Ohio Street Beach;06/29/2024 08:00:00 PM;22;33.38
Ohio Street Beach;06/29/2024 07:00:00 PM;22.5;30.07
Ohio Street Beach;06/29/2024 06:00:00 PM;22.4;24.1
Ohio Street Beach;06/29/2024 05:00:00 PM;21.7;22.95
Ohio Street Beach;06/29/2024 04:00:00 PM;21.9;21.24
Ohio Street Beach;06/29/2024 03:00:00 PM;22;20.18
Ohio Street Beach;06/29/2024 02:00:00 PM;21.6;19.02
Ohio Street Beach;06/29/2024 01:00:00 PM;21.4;16.79
Ohio Street Beach;06/29/2024 12:00:00 PM;21.1;18.05
Ohio Street Beach;06/29/2024 11:00:00 AM;20.7;20.08
Ohio Street Beach;06/29/2024 10:00:00 AM;20.1;20.16
Ohio Street Beach;06/29/2024 09:00:00 AM;19.9;21.06
Ohio Street Beach;06/29/2024 08:00:00 AM;19.8;22.33
Ohio Street Beach;06/29/2024 07:00:00 AM;19.8;19.58
Ohio Street Beach;06/29/2024 06:00:00 AM;19.8;22.05
Ohio Street Beach;06/29/2024 05:00:00 AM;19.8;18.31
Ohio Street Beach;06/29/2024 04:00:00 AM;19.8;16.52
Ohio Street Beach;06/29/2024 03:00:00 AM;19.8;16.52
Ohio Street Beach;06/29/2024 02:00:00 AM;19.8;16.81
Ohio Street Beach;06/29/2024 01:00:00 AM;19.8;23.39
Ohio Street Beach;06/29/2024 12:00:00 AM;19.9;21.05
Ohio Street Beach;06/28/2024 11:00:00 PM;19.9;20.51
Ohio Street Beach;06/28/2024 10:00:00 PM;19.9;21.23
Ohio Street Beach;06/28/2024 09:00:00 PM;19.9;21.18
Ohio Street Beach;06/28/2024 08:00:00 PM;19.9;19.94
Ohio Street Beach;06/28/2024 07:00:00 PM;19.9;22.21
Ohio Street Beach;06/28/2024 06:00:00 PM;19.9;20.17
Ohio Street Beach;06/28/2024 05:00:00 PM;19.8;20.26
Ohio Street Beach;06/28/2024 04:00:00 PM;19.9;25.13
Ohio Street Beach;06/28/2024 03:00:00 PM;20;22.11
Ohio Street Beach;06/28/2024 02:00:00 PM;20.1;21.66
Ohio Street Beach;06/28/2024 01:00:00 PM;20.1;18.69
Ohio Street Beach;06/28/2024 12:00:00 PM;20.3;21.01
Ohio Street Beach;06/28/2024 11:00:00 AM;20.4;23.69
Ohio Street Beach;06/28/2024 10:00:00 AM;20.4;23.36
Ohio Street Beach;06/28/2024 09:00:00 AM;20.4;22.23
Ohio Street Beach;06/28/2024 08:00:00 AM;20.4;21.68
Ohio Street Beach;06/28/2024 07:00:00 AM;20.4;22.12
Ohio Street Beach;06/28/2024 06:00:00 AM;20.4;22.84
Ohio Street Beach;06/28/2024 05:00:00 AM;20.5;25.69
Ohio Street Beach;06/28/2024 04:00:00 AM;20.5;22.18
Ohio Street Beach;06/28/2024 03:00:00 AM;20.6;20.19
Ohio Street Beach;06/28/2024 02:00:00 AM;20.6;17.72
Ohio Street Beach;06/28/2024 01:00:00 AM;20.6;18.97
Ohio Street Beach;06/28/2024 12:00:00 AM;20.7;20.57
Ohio Street Beach;06/27/2024 11:00:00 PM;20.9;21.13
Ohio Street Beach;06/27/2024 10:00:00 PM;21.1;21.13
Ohio Street Beach;06/27/2024 09:00:00 PM;21.4;18.59
Ohio Street Beach;06/27/2024 08:00:00 PM;21.5;13.71
Ohio Street Beach;06/27/2024 07:00:00 PM;21.6;11.61
Ohio Street Beach;06/27/2024 06:00:00 PM;21.9;12.47
Ohio Street Beach;06/27/2024 05:00:00 PM;21.7;9.63
Ohio Street Beach;06/27/2024 04:00:00 PM;21.7;10.64
Ohio Street Beach;06/27/2024 03:00:00 PM;21.6;12.23
Ohio Street Beach;06/27/2024 02:00:00 PM;21.3;13.16
Ohio Street Beach;06/27/2024 01:00:00 PM;21;13.89
Ohio Street Beach;06/27/2024 12:00:00 PM;20.7;10.88
Ohio Street Beach;06/27/2024 11:00:00 AM;20.3;10.32
