"Beach Name","Measurement Timestamp","Water Temperature","Turbidity","Transducer Depth","Wave Height","Wave Period","Battery Life","Measurement Timestamp Label","Measurement ID"
"Ohio Street Beach","07/18/2015 01:00:00 AM","20.8","3.87",,"0.136","3","10.4","07/18/2015 1:00 AM","OhioStreetBeach201507180100"
"Osterman Beach","07/18/2015 01:00:00 AM","20.6","2.32",,"0.188","3","11.6","07/18/2015 1:00 AM","OstermanBeach201507180100"
"Rainbow Beach","07/18/2015 01:00:00 AM","20.6","1.84",,"-99,999.992","-100,000","10.1","07/18/2015 1:00 AM","RainbowBeach201507180100"
"63rd Street Beach","07/18/2015 12:00:00 AM","20.3","2.44",,"0.145","3","10.9","07/18/2015 12:00 AM","63rdStreetBeach201507182400"
"Calumet Beach","07/18/2015 12:00:00 AM","20.2","1.99",,"0.113","3","11.4","07/18/2015 12:00 AM","CalumetBeach201507182400"
"Montrose Beach","07/18/2015 12:00:00 AM","20.7","3.03",,"0.094","8","11.1","07/18/2015 12:00 AM","MontroseBeach201507182400"
"Ohio Street Beach","07/18/2015 12:00:00 AM","20.8","3.99",,"0.092","2","10.4","07/18/2015 12:00 AM","OhioStreetBeach201507182400"
"Osterman Beach","07/18/2015 12:00:00 AM","20.7","2.42",,"0.102","8","11.6","07/18/2015 12:00 AM","OstermanBeach201507182400"
"Rainbow Beach","07/18/2015 12:00:00 AM","20.7","1.73",,"-99,999.992","-100,000","10.1","07/18/2015 12:00 AM","RainbowBeach201507182400"
"63rd Street Beach","07/17/2015 11:00:00 PM","21.1","2.41",,"0.102","5","11","07/17/2015 11:00 PM","63rdStreetBeach201507172300"
"Calumet Beach","07/17/2015 11:00:00 PM","20.6","2.1",,"0.149","2","11.4","07/17/2015 11:00 PM","CalumetBeach201507172300"
"Montrose Beach","07/17/2015 11:00:00 PM","21.2","3.6",,"0.089","9","11.1","07/17/2015 11:00 PM","MontroseBeach201507172300"
"Ohio Street Beach","07/17/2015 11:00:00 PM","21.1","3.96",,"0.105","2","10.4","07/17/2015 11:00 PM","OhioStreetBeach201507172300"
